Year,Country_Code,Interest,Privacy,Settlement_type,Urban/Rural,Family_Importance,Politics_Importance,Work_Importance,Religion_Importance,Faith_Over_Science,Believe,Gender_Politics,Gender_University,Gender_Work
2018,MEX,Very interested,Very private,Capital City,Urban,Very important,Very important,Very important,Not at all important,Agree,yes,Neutral,Neutral,Disagree Strongly
2018,MEX,Very interested,Very private,District center,Rural,Very important,Rather important,Very important,Rather important,Neutral,yes,Neutral,Neutral,Disagree
2018,MEX,Somewhat interested,Very private,Regional center,Urban,Very important,Not at all important,Very important,Rather important,Disagree Strongly,yes,Disagree,Neutral,Neutral
2018,MEX,Very interested,Very private,District center,Urban,Very important,Not at all important,Very important,Not at all important,Disagree Strongly,yes,Neutral,Disagree,Neutral
2018,MEX,Somewhat interested,Very private,Capital City,Urban,Very important,Not at all important,Not at all important,Not at all important,Neutral,no,Disagree,Disagree,Disagree
2018,MEX,Somewhat interested,Very private,Capital City,Urban,Very important,Not at all important,Very important,Not very important,Neutral,yes,Agree,Agree,Disagree
2018,MEX,Very interested,Not private,District center,Urban,Very important,Very important,Very important,Not at all important,Disagree Strongly,yes,Agree strongly,Disagree,Disagree
2018,MEX,Somewhat interested,Very private,District center,Urban,Very important,Not at all important,Not very important,Very important,Agree Strongly,yes,Neutral,Agree,Neutral
2018,MEX,Somewhat interested,Very private,District center,Urban,Very important,Not very important,Rather important,Very important,Neutral,yes,Neutral,Agree,Agree
2018,MEX,Somewhat interested,Very private,Capital City,Urban,Very important,Not at all important,Very important,Not at all important,Agree Strongly,yes,Neutral,Neutral,Disagree
2018,MEX,Very interested,Very private,Regional center,Urban,Very important,Not at all important,Very important,Very important,Disagree,yes,Disagree,Disagree,Agree
2018,MEX,Somewhat interested,Very private,Capital City,Urban,Very important,Not at all important,Very important,Not at all important,Neutral,yes,Neutral,Neutral,Neutral
2018,MEX,Very interested,Very private,Capital City,Urban,Very important,Rather important,Very important,Rather important,Neutral,no,Neutral,Neutral,Disagree
2018,MEX,Somewhat interested,Very private,Regional center,Urban,Very important,Very important,Very important,Very important,Agree,yes,Disagree,Disagree,Disagree
2018,MEX,Somewhat interested,Very private,District center,Rural,Very important,Not very important,Very important,Rather important,Neutral,yes,Neutral,Neutral,Neutral
2018,MEX,Very interested,Very private,District center,Urban,Very important,Not very important,Not very important,Not at all important,Neutral,no,Neutral,Neutral,Disagree
2018,MEX,Very interested,Very private,Regional center,Urban,Very important,Very important,Very important,Not at all important,Agree,yes,Neutral,Neutral,Neutral
2018,MEX,Somewhat interested,Very private,Capital City,Urban,Not at all important,Rather important,Rather important,Rather important,Neutral,yes,Neutral,Agree,Neutral
2018,MEX,Very interested,Very private,Regional center,Urban,Very important,Very important,Very important,Not at all important,Neutral,yes,Disagree,Disagree,Disagree Strongly
2018,MEX,Very interested,Very private,Regional center,Urban,Very important,Not very important,Very important,Very important,Disagree Strongly,no,Neutral,Neutral,Disagree
2018,MEX,Somewhat interested,Very private,District center,Urban,Very important,Not at all important,Very important,Not very important,Agree Strongly,yes,Neutral,Neutral,Agree
2018,MEX,Very interested,Not private,Regional center,Urban,Very important,Not at all important,Not very important,Rather important,Neutral,yes,Neutral,Disagree,Disagree
2018,MEX,Somewhat interested,Very private,District center,Rural,Very important,Rather important,Very important,Very important,Agree Strongly,yes,Neutral,Neutral,Agree
2018,MEX,Very interested,Not private,District center,Urban,Very important,Rather important,Very important,Not at all important,Disagree Strongly,no,Disagree,Disagree,Disagree Strongly
2018,MEX,Very interested,Not private,Regional center,Rural,Very important,Not very important,Very important,Very important,Agree Strongly,yes,Disagree,Neutral,Disagree
2018,MEX,Somewhat interested,Very private,Regional center,Urban,Very important,Not very important,Very important,Very important,Disagree,no,Agree,Neutral,Agree
2018,MEX,Somewhat interested,Very private,District center,Urban,Very important,Not very important,Very important,Not at all important,Disagree Strongly,yes,Agree strongly,Agree strongly,Agree strongly
2018,MEX,Somewhat interested,Very private,Regional center,Rural,Very important,Not very important,Very important,Very important,Disagree Strongly,no,Agree,Agree,Agree strongly
2018,MEX,Somewhat interested,Very private,Regional center,Urban,Very important,Not very important,Rather important,Rather important,Neutral,yes,Neutral,Neutral,Disagree
2018,MEX,Very interested,Very private,District center,Rural,Very important,Rather important,Very important,Rather important,Agree,yes,Neutral,Neutral,Disagree
2018,MEX,Very interested,Not private,Regional center,Urban,Very important,Very important,Very important,Very important,Neutral,yes,Disagree,Disagree,Disagree
2018,MEX,Very interested,Very private,District center,Urban,Very important,Very important,Very important,Very important,Agree Strongly,yes,Agree strongly,Agree,Agree
2018,MEX,Very interested,Not private,Regional center,Urban,Very important,Very important,Rather important,Very important,Agree Strongly,yes,Neutral,Neutral,Neutral
2018,MEX,Very interested,Very private,Capital City,Urban,Very important,Very important,Very important,Rather important,Agree,yes,Neutral,Neutral,Agree
2018,MEX,Very interested,Very private,Capital City,Urban,Very important,Very important,Very important,Very important,Agree,no,Agree,Neutral,Disagree
2018,MEX,Very interested,Very private,District center,Urban,Very important,Rather important,Very important,Not very important,Agree Strongly,yes,Disagree,Disagree,Disagree
2018,MEX,Very interested,Very private,Regional center,Urban,Very important,Rather important,Very important,Not at all important,Disagree Strongly,yes,Neutral,Neutral,Disagree
2018,MEX,Somewhat interested,Very private,Regional center,Urban,Very important,Not at all important,Very important,Rather important,Disagree,yes,Neutral,Neutral,Disagree
2018,MEX,Very interested,Not private,Capital City,Urban,Very important,Not very important,Rather important,Not very important,Neutral,no,Agree,Neutral,Disagree
2018,MEX,Somewhat interested,Very private,Capital City,Urban,Very important,Not at all important,Rather important,Not at all important,Agree,yes,Agree,Neutral,Disagree
2018,MEX,Somewhat interested,Very private,Capital City,Urban,Very important,Not at all important,Very important,Not at all important,Agree Strongly,yes,Neutral,Neutral,Disagree
2018,MEX,Somewhat interested,Not private,Capital City,Rural,Very important,Not at all important,Very important,Not very important,Agree Strongly,yes,Neutral,Neutral,Disagree
2018,MEX,Somewhat interested,Very private,Regional center,Urban,Very important,Not at all important,Very important,Rather important,Disagree,yes,Neutral,Neutral,Disagree
2018,MEX,Somewhat interested,Very private,Regional center,Urban,Very important,Not very important,Very important,Not very important,Neutral,yes,Neutral,Neutral,Neutral
2018,MEX,Very interested,Not private,District center,Urban,Very important,Not at all important,Very important,Not at all important,Agree Strongly,yes,Disagree,Neutral,Disagree Strongly
2018,MEX,Very interested,Not private,Regional center,Urban,Very important,Rather important,Not very important,Not very important,Agree Strongly,yes,Disagree,Disagree,Disagree
2018,MEX,Somewhat interested,Very private,Regional center,Urban,Very important,Rather important,Not very important,Not at all important,Agree Strongly,yes,Neutral,Neutral,Agree
2018,MEX,Somewhat interested,Not private,District center,Rural,Very important,Not very important,Very important,Rather important,Neutral,no,Disagree,Disagree,Disagree Strongly
2018,MEX,Very interested,Very private,District center,Rural,Very important,Not very important,Very important,Not very important,Neutral,yes,Disagree,Disagree,Agree strongly
2018,MEX,Very interested,Very private,Regional center,Urban,Very important,Very important,Very important,Not very important,Agree Strongly,no,Disagree,Disagree,Disagree
2018,MEX,Somewhat interested,Not private,Capital City,Urban,Very important,Not very important,Very important,Very important,Agree Strongly,yes,Agree strongly,Agree strongly,Disagree
2018,MEX,Very interested,Very private,Capital City,Urban,Very important,Very important,Very important,Not at all important,Agree Strongly,yes,Agree,Neutral,Disagree
2018,MEX,Somewhat interested,Very private,Regional center,Urban,Very important,Not at all important,Very important,Not at all important,Disagree,yes,Disagree,Neutral,Disagree
2020,NIC,Somewhat interested,Not private,Regional center,Urban,Very important,Not at all important,Very important,Very important,Disagree Strongly,yes,Disagree,Agree,Agree
2020,NIC,Somewhat interested,Very private,Capital City,Urban,Very important,Very important,Very important,Not at all important,Disagree Strongly,yes,Neutral,Neutral,Disagree
2020,NIC,Very interested,Not private,Regional center,Urban,Very important,Not very important,Very important,Very important,Agree,yes,Neutral,Neutral,Disagree
2020,NIC,Not interested,Very private,Capital City,Urban,Very important,Not at all important,Very important,Not at all important,Agree Strongly,yes,Neutral,Neutral,Disagree
2020,NIC,Not interested,Very private,Regional center,Urban,Very important,Not at all important,Rather important,Rather important,Agree Strongly,yes,Neutral,Neutral,Disagree
2020,NIC,Not interested,Very private,Capital City,Urban,Rather important,Not very important,Not very important,Not very important,Disagree Strongly,yes,Neutral,Neutral,Disagree Strongly
2020,NIC,Not interested,Not private,Regional center,Urban,Very important,Very important,Very important,Not very important,Neutral,yes,Neutral,Neutral,Disagree
2020,NIC,Not interested,Very private,Regional center,Urban,Very important,Not very important,Very important,Not at all important,Disagree Strongly,no,Disagree,Agree,Disagree
2020,NIC,Not interested,Very private,Regional center,Urban,Very important,Not at all important,Very important,Very important,Agree,yes,Agree,Agree strongly,Agree strongly
2018,NGA,Very interested,Very private,Capital City,Rural,Very important,Not at all important,Very important,Very important,Disagree Strongly,yes,Disagree,Disagree,Disagree
2018,NGA,Very interested,Very private,District center,Urban,Very important,Not at all important,Rather important,Very important,Agree Strongly,yes,Agree,Neutral,Disagree
2018,NGA,Somewhat interested,Very private,District center,Rural,Very important,Rather important,Very important,Very important,Agree,no,Agree strongly,Agree,Agree
2018,NGA,Very interested,Very private,District center,Urban,Very important,Not at all important,Very important,Very important,Neutral,yes,Agree strongly,Disagree,Agree
